Project,Build,Runtime,Architecture,Tiered,Ready2Run,PreJIT,ZipSize,MemorySize,Runs,Init,Cold Used,Total Warm Used (100),Cost (µ$)
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-YesR2R-NoPreJIT-00128,dotnet6,x86_64,yes,yes,no,236790,128MB,100,185.273,892.471,2205.789,26.65472124275
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-YesR2R-NoPreJIT-01769,dotnet6,x86_64,yes,yes,no,236790,1769MB,100,189.152,58.625,137.759,25.854356071059314
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-YesR2R-NoPreJIT-00256,dotnet6,x86_64,yes,yes,no,236790,256MB,100,188.616,441.085,508.605,24.157048330747497
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-YesR2R-NoPreJIT-00512,dotnet6,x86_64,yes,yes,no,236790,512MB,100,188.357,202.869,173.63,23.337490441635
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-YesR2R-NoPreJIT-05120,dotnet6,x86_64,yes,yes,no,236790,5120MB,100,176.368,57.039,131.458,35.90815641625
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-YesR2R-YesPreJIT-01024,dotnet6,x86_64,yes,yes,yes,236790,1024MB,100,210.779,89.891,143.649,24.09234611801
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-YesR2R-YesPreJIT-00128,dotnet6,x86_64,yes,yes,yes,236790,128MB,100,207.46,864.444,2238.918,26.66534959734
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-YesR2R-YesPreJIT-01769,dotnet6,x86_64,yes,yes,yes,236790,1769MB,100,214.007,57.057,139.658,25.863894984993873
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-YesR2R-YesPreJIT-00256,dotnet6,x86_64,yes,yes,yes,236790,256MB,100,210.684,426.993,502.319,24.072140244265004
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-YesR2R-YesPreJIT-00512,dotnet6,x86_64,yes,yes,yes,236790,512MB,100,211.226,198.056,176.602,23.322160410975
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-YesR2R-YesPreJIT-05120,dotnet6,x86_64,yes,yes,yes,236790,5120MB,100,202.102,55.288,137.052,36.228373723349996
