Project,Build,Runtime,Architecture,Tiered,Ready2Run,PreJIT,ZipSize,MemorySize,Runs,Init,Cold Used,Total Warm Used (100),Cost (µ$)
AwsSdk,AwsSdk-Net6-Arm64-NoTC-YesR2R-YesPreJIT-00256,dotnet6,arm64,no,yes,yes,1454798,256MB,100,434.91,356.291,218.2,22.11497957485
AwsSdk,AwsSdk-Net6-Arm64-NoTC-YesR2R-YesPreJIT-00512,dotnet6,arm64,no,yes,yes,1454798,512MB,100,439.158,162.075,156.153,22.321533940949998
AwsSdk,AwsSdk-Net6-Arm64-NoTC-YesR2R-YesPreJIT-05120,dotnet6,arm64,no,yes,yes,1454798,5120MB,100,392.794,41.8,129.37,31.611363723199997
AwsSdk,AwsSdk-Net6-Arm64-YesTC-NoR2R-NoPreJIT-01024,dotnet6,arm64,yes,no,no,566373,1024MB,100,443.569,43.582,164.892,22.979660564899998
AwsSdk,AwsSdk-Net6-Arm64-YesTC-NoR2R-NoPreJIT-00128,dotnet6,arm64,yes,no,no,566373,128MB,100,443.217,489.652,2471.78,25.1357451786025
AwsSdk,AwsSdk-Net6-Arm64-YesTC-NoR2R-NoPreJIT-01769,dotnet6,arm64,yes,no,no,566373,1769MB,100,444.791,29.174,158.466,24.52210782657691
AwsSdk,AwsSdk-Net6-Arm64-YesTC-NoR2R-NoPreJIT-00256,dotnet6,arm64,yes,no,no,566373,256MB,100,443.389,247.231,609.241,23.054921274534998
AwsSdk,AwsSdk-Net6-Arm64-YesTC-NoR2R-NoPreJIT-00512,dotnet6,arm64,yes,no,no,566373,512MB,100,447.042,107.755,225.997,22.42502512507
AwsSdk,AwsSdk-Net6-Arm64-YesTC-NoR2R-NoPreJIT-05120,dotnet6,arm64,yes,no,no,566373,5120MB,100,412.658,28.8,143.17,31.6646839898
AwsSdk,AwsSdk-Net6-Arm64-YesTC-NoR2R-YesPreJIT-01024,dotnet6,arm64,yes,no,yes,566373,1024MB,100,464.741,42.722,162.871,22.94124970618
AwsSdk,AwsSdk-Net6-Arm64-YesTC-NoR2R-YesPreJIT-00128,dotnet6,arm64,yes,no,yes,566373,128MB,100,462.044,478.746,2502.809,25.169283179624998
AwsSdk,AwsSdk-Net6-Arm64-YesTC-NoR2R-YesPreJIT-01769,dotnet6,arm64,yes,no,yes,566373,1769MB,100,458.316,28.92,157.285,24.48903335000744
AwsSdk,AwsSdk-Net6-Arm64-YesTC-NoR2R-YesPreJIT-00256,dotnet6,arm64,yes,no,yes,566373,256MB,100,464.029,235.707,616.191,23.039673864965
AwsSdk,AwsSdk-Net6-Arm64-YesTC-NoR2R-YesPreJIT-00512,dotnet6,arm64,yes,no,yes,566373,512MB,100,463.801,101.394,225.471,22.37911356218
AwsSdk,AwsSdk-Net6-Arm64-YesTC-NoR2R-YesPreJIT-05120,dotnet6,arm64,yes,no,yes,566373,5120MB,100,428.7,28.051,141.759,31.5206899365
AwsSdk,AwsSdk-Net6-Arm64-YesTC-YesR2R-NoPreJIT-01024,dotnet6,arm64,yes,yes,no,1454799,1024MB,100,380.461,41.773,164.476,22.9500004166
AwsSdk,AwsSdk-Net6-Arm64-YesTC-YesR2R-NoPreJIT-00128,dotnet6,arm64,yes,yes,no,1454799,128MB,100,381.48,483.496,2512.636,25.1935774677625
AwsSdk,AwsSdk-Net6-Arm64-YesTC-YesR2R-NoPreJIT-01769,dotnet6,arm64,yes,yes,no,1454799,1769MB,100,377.036,29.365,156.173,24.473678906048104
AwsSdk,AwsSdk-Net6-Arm64-YesTC-YesR2R-NoPreJIT-00256,dotnet6,arm64,yes,yes,no,1454799,256MB,100,379.626,244.447,590.318,22.982566246095
AwsSdk,AwsSdk-Net6-Arm64-YesTC-YesR2R-NoPreJIT-00512,dotnet6,arm64,yes,yes,no,1454799,512MB,100,380.054,100.827,222.653,22.35654544934
AwsSdk,AwsSdk-Net6-Arm64-YesTC-YesR2R-NoPreJIT-05120,dotnet6,arm64,yes,yes,no,1454799,5120MB,100,349.227,28.428,141.652,31.53869669319999
AwsSdk,AwsSdk-Net6-Arm64-YesTC-YesR2R-YesPreJIT-01024,dotnet6,arm64,yes,yes,yes,1454799,1024MB,100,396.798,42.04,165.186,22.96302581506
AwsSdk,AwsSdk-Net6-Arm64-YesTC-YesR2R-YesPreJIT-00128,dotnet6,arm64,yes,yes,yes,1454799,128MB,100,398.704,482.34,2429.872,25.053710101762494
AwsSdk,AwsSdk-Net6-Arm64-YesTC-YesR2R-YesPreJIT-01769,dotnet6,arm64,yes,yes,yes,1454799,1769MB,100,397.25,29.384,158.331,24.523828464086307
AwsSdk,AwsSdk-Net6-Arm64-YesTC-YesR2R-YesPreJIT-00256,dotnet6,arm64,yes,yes,yes,1454799,256MB,100,395.14,239.636,569.734,22.897913822835
AwsSdk,AwsSdk-Net6-Arm64-YesTC-YesR2R-YesPreJIT-00512,dotnet6,arm64,yes,yes,yes,1454799,512MB,100,396.16,100.015,221.099,22.340769370459995
AwsSdk,AwsSdk-Net6-Arm64-YesTC-YesR2R-YesPreJIT-05120,dotnet6,arm64,yes,yes,yes,1454799,5120MB,100,365.776,27.457,140.714,31.411442723599997
