Project,Build,Runtime,Architecture,Tiered,Ready2Run,PreJIT,ZipSize,MemorySize,Runs,Init,Cold Used,Total Warm Used (100),Cost (µ$)
Minimal,Minimal-Core31-x64-YesTC-YesR2R-NoPreJIT-00128,dotnetcore3.1,x86_64,yes,yes,no,13908,128MB,100,149.49,45.587,341.387,21.006197237391248
Minimal,Minimal-Core31-x64-YesTC-YesR2R-NoPreJIT-01769,dotnetcore3.1,x86_64,yes,yes,no,13908,1769MB,100,151.28,5.939,89.549,22.949311935787353
Minimal,Minimal-Core31-x64-YesTC-YesR2R-NoPreJIT-00256,dotnetcore3.1,x86_64,yes,yes,no,13908,256MB,100,149.374,15.832,131.384,20.813402060134997
Minimal,Minimal-Core31-x64-YesTC-YesR2R-NoPreJIT-00512,dotnetcore3.1,x86_64,yes,yes,no,13908,512MB,100,150.399,5.898,90.864,21.006352446035002
Minimal,Minimal-Core31-x64-YesTC-YesR2R-NoPreJIT-05120,dotnetcore3.1,x86_64,yes,yes,no,13908,5120MB,100,145.327,7.243,87.558,28.1000324667
Minimal,Minimal-Core31-x64-YesTC-YesR2R-YesPreJIT-01024,dotnetcore3.1,x86_64,yes,yes,yes,13908,1024MB,100,192.509,4.437,87.375,21.7302030604
Minimal,Minimal-Core31-x64-YesTC-YesR2R-YesPreJIT-00128,dotnetcore3.1,x86_64,yes,yes,yes,13908,128MB,100,190.17,30.251,350.068,20.992330751325
Minimal,Minimal-Core31-x64-YesTC-YesR2R-YesPreJIT-01769,dotnetcore3.1,x86_64,yes,yes,yes,13908,1769MB,100,190.998,4.358,88.519,22.874149440085056
Minimal,Minimal-Core31-x64-YesTC-YesR2R-YesPreJIT-00256,dotnetcore3.1,x86_64,yes,yes,yes,13908,256MB,100,191.416,11.056,126.393,20.7727040620725
Minimal,Minimal-Core31-x64-YesTC-YesR2R-YesPreJIT-00512,dotnetcore3.1,x86_64,yes,yes,yes,13908,512MB,100,191.468,4.456,89.059,20.979292391915003
Minimal,Minimal-Core31-x64-YesTC-YesR2R-YesPreJIT-05120,dotnetcore3.1,x86_64,yes,yes,yes,13908,5120MB,100,185.973,5.216,88.593,28.017490634949997
Minimal,Minimal-Net6-Arm64-NoTC-NoR2R-NoPreJIT-01024,dotnet6,arm64,no,no,no,18314,1024MB,100,267.993,76.145,119.658,22.81072105354
Minimal,Minimal-Net6-Arm64-NoTC-NoR2R-NoPreJIT-00128,dotnet6,arm64,no,no,no,18314,128MB,100,266.66,756.437,388.627,22.10845020887
Minimal,Minimal-Net6-Arm64-NoTC-NoR2R-NoPreJIT-01769,dotnet6,arm64,no,no,no,18314,1769MB,100,265.852,45.463,121.047,24.03537702053922
Minimal,Minimal-Net6-Arm64-NoTC-NoR2R-NoPreJIT-00256,dotnet6,arm64,no,no,no,18314,256MB,100,266.026,378.676,158.064,21.989142279
Minimal,Minimal-Net6-Arm64-NoTC-NoR2R-NoPreJIT-00512,dotnet6,arm64,no,no,no,18314,512MB,100,266.839,166.511,129.116,22.17085185421
Minimal,Minimal-Net6-Arm64-NoTC-NoR2R-NoPreJIT-05120,dotnet6,arm64,no,no,no,18314,5120MB,100,231.56,43.678,119.284,31.064200987399996
Minimal,Minimal-Net6-Arm64-NoTC-NoR2R-YesPreJIT-01024,dotnet6,arm64,no,no,yes,18314,1024MB,100,286.906,70.675,118.756,22.7257526287
Minimal,Minimal-Net6-Arm64-NoTC-NoR2R-YesPreJIT-00128,dotnet6,arm64,no,no,yes,18314,128MB,100,287.268,749.161,372.651,22.0696958484325
Minimal,Minimal-Net6-Arm64-NoTC-NoR2R-YesPreJIT-01769,dotnet6,arm64,no,no,yes,18314,1769MB,100,287.418,43.574,120.026,23.96837350713791
Minimal,Minimal-Net6-Arm64-NoTC-NoR2R-YesPreJIT-00256,dotnet6,arm64,no,no,yes,18314,256MB,100,288.025,371.274,161.529,21.976017880045
Minimal,Minimal-Net6-Arm64-NoTC-NoR2R-YesPreJIT-00512,dotnet6,arm64,no,no,yes,18314,512MB,100,287.533,164.438,128.898,22.155579111179996
